Hotel,Date,Review Title,Review
Hudson Hotel,Jul 6 2009 ,Ok if you are on a budget,"We stayed here for 3 nights in May, and had three different rooms. We booked through expedia and felt we were given the worst room as a result (due to the cheap price). The first room was dirty, the second had no safe, the third was fine. To be fair, the staff couldn't have been more helpful.I would stay here again, but the website makes it look better than it is. However, having been to NYC a few times, this was good value for money. If you are on a medium budget and are looking for a reasonable place to sleep, you can't go wrong with this - but the PODis better!"
Hudson Hotel,Jul 6 2009 ,Better then expected and excellent service!,"We'll I'd first like to say that I had read a lot of other posts on tripadvisor of guests who had horrible experiences, but I was pleasantly surprised that my stay was different. I got my hotel on priceline for $115/night, which I think was a great deal, especially for the location! The service was amazing, every hotel person was extremly nice and the front desk man, Jerry, was able to upgrade us to a nicer room because we were celebrating our engagement. The rooms were definitely small, but really... not that bad at all... in fact, I thought i was going to be clausterphobic (and my fiance is 6'3), but it was really nice! The upgraded deluxe room had a small closet/mirror area for our bags and such, so that was really convenient. The bed was alright... the mattress wasnt the best, but it was very clean and housekeeping was done everyday:) We were on the 23rd floor, which I really reccomend because it was very quiet. Overall, I had a great experience, and was really impressed by the helpful staff and the nice hotel room! I probably wouldnt pay more then $180/night though."
Hudson Hotel,Jul 6 2009 ,Very small rooms in a decent location,"Generally good hotel, but the size of the rooms is absurd. THe bathroom was so tiny, even a small person under 5 feet could not sit on the toilet without having your knees hit the wall. A large person would be better off going down to the lobby and using the toilets there. Location is ok, near Columbus Circle, but most tourists prefer to be closer to Times Square, but probably twice the price. THe staff were very friendly all over. THe restaurant prices were insane: $8 for a glass of orange juice, $14 for two scrambled eggs, etc. Other hotels are probably the same though. THe room is so small you could not walk in it at all. THe bed takes up almost the entire area. No real room for luggage, small desk too. Lots of places to eat cheaper not far away, 24 hour diners and a CVS drugstore, a few supermarkets, etc. Subway is 2 minute walk away. My room was very clean and quiet, and everything worked fine. The ambiance is one of these hip stark modern places. the Lobby is very dark. I'm talking really dark, you couldn't see in front of you. It's kind of stupid but i guess that's their plan. There are a few bars that are very popular and crowded at night. Lots of very loud music played in all the public areas, again, kind of dumb, but i guess it appeals to some. It was mostly young people staying at the hotel. There is a terrace on the 15th floor with some views of notthing too great. FOr the price, i think it was reasonable but the small size of the room and bathroom is a real concern."
Hudson Hotel,Jul 5 2009 ,Trendy clean hotel with tiny rooms,"I recommend getting an upgrade if you can. The normal rooms are very small, even compared to the others I stayed at in New York. Very clean, new, swanky feel to the rooms and hotel. Lots of night life going on within the hotel in the Lobby, the bars, restaurant, etc. They may even have a dance club of sorts. Easy to get to and near Columbus Circle, a nice little area to check out."
Hudson Hotel,Jul 4 2009 ,The Kartell Hotel,"Sleek, yellow glowing acrylic everywhere. Cheap rates brought motley crew of tourists. Tiny room is cozy, just big enough for the queen-sized bed. no mini bar. Good location. Great outdoor lounge bar."
Hudson Hotel,Jul 3 2009,Beautiful,"My daughter and I stayed here primarily for museum visits. Very impressed with the trendy decor, friendly service and great drinks. Room service coffee in the morning was some of the best coffee I have ever had. The rooms are small, but well designed with comfortable beds. Loved the design of the bathroom. Hotel was centrally located, the next time we visit ,we will be staying here."
Hudson Hotel,Jul 2 2009 ,Great location!,"This hotel was a great find! It is located in a fantastic spot and was great for the rate. We arrived at about 11:00 pm and the airport driver didn't even know if we were in the right place because there are no signs. We didn't know if we were in the right place because of all the people going to the dance club. We checked in and Sarah at the front desk said she was going to upgrade us to a bigger room to give us some more space. We set our things down in the room and explored the area. There is a CVS and a grocery store right down the street to pick up any essentials and an awesome 24 hour bakery 1 building down called Europan that we went to about 10 times in 4 days. When we came back, a hotel employee asked us for our room keys to make sure we were guests before we got on the elevator (which was an awesome thing). The hotel is a 2 minute walk from the Columbus Circle Subway station and about a 4 minute walk from Central Park. We could get to the southern most point of Manhattan in about 20 minutes! The room was exceptionally clean and we had room to put our suitcases in the large, walk in closet. The bathroom was a standard bathroom, nothing special except the design of the sink was cool! The bed was very low to the ground and the pillows a bit tiny but it was comfortable. The TV control didn't work great but it wasn't a big deal. Our room was always spotless when we got back. The only thing I would caution is that it is a very lively crowd at the bar. The music was going until late. It wasn't bad but we were on the 4th floor and had to get up early to go to the Statue of Liberty. I fell right asleep though. The Sky Terrace is beautiful and we wished we could have spent more time up there. We wanted to order a pitcher of Sangria but just ran out of time. Overall, I would definitely recommend this hotel. The rate was reason enough for a hotel centrally located in Manhattan and the location made it awesome! We could get anywhere we wanted to go. A great deal!"
Hudson Hotel,Jul 2 2009 ,Party hotel not for sleep in,"We spent Saturday and Sunday night on the 12 Th floor. There was a band playing so loud, it was impossible to sleep before midnight on Saturday night. Anyway, the hotel has no acoustic isolation. You hear everything from the street.Beautiful lounge, very small rooms with air conditioning extremely noisy.Never again !"
Hudson Hotel,Jul 1 2009 ,Not family friendly and not comfortable.,"Let's start with the good points. The staff was fairly friendly. The look of the hotel is very cool. The sky terrace is very pleasant and a great place to unwind or have a drink in the evening. The location is excellent - a short walk to Columbus Circle and the subway, and there are taxis aplenty. The bad. This hotel is extremely loud on the weekends because of the bar and hosting of private parties. The hotel staff was less than honest with us about when the music would end, though they did give us ear plugs. The rooms were very small. Granted, you don't need alot of space for a bed, but we had trouble finding somewhere to put our suitcases. The bathrooms also were very, very small. I was several months pregnant and was frustrated that the tub did not have a ledge to sit on and there were no bars to hold on to in the shower. If you have a disability, consider those points or ask for a handicap accessible room. The bed also is very low to the ground. The hallway smelled like mildew. The room was less than clean. Some days housekeeping gave us new shampoos/conditioners and some days they didn't. You have to pay for internet access.All in all, if you have kids, like to sleep, or have any type of disability, consider staying elsewhere."
Hudson Hotel,Jun 30 2009 ,Great position  small room .,"Stayed here for four days - great position near Central Park . I'll simplify this into + &amp; - .+ Good position for all sights , Rockefeller Centre , Empire State , 5th Avenue , Broadway , Times Square , Central Park , Bloomindales - Macys too far to walk . Booked a bus trip before we went - brilliant , see a lot , saves walking, and you can get off anywhere you want and sightsee - make your own way back . . Booked Statue of Liberty before also - need a full day for this - more security than the airport - what a joke ! Try 8th Avenue tons of cheap places to eat ~ £35 for 2 with wine ( I've put £'s in as it was 2 to 1 when we went ).I'd book this place again as it was within walking distance of all the sights and a good standard of hotel - good disco - need a few quid though .Safe at night to walk round , I'd say London is more dangerous .You've got to visit Abercrombie and Fitch on 5th Avenue, had to queue to get in ! - four floors of disco music , have to shout to ask where stuff is - brilliant clothes and cheap .Breakfast - little cafe on the corner £7 for two of you - mix with the locals - it's great!- Need to book for at least four days as you will spend the first day getting there , some people went for two days and consequently only had one full day and night and were going home on the third day .When you get to the airport don't bother with the phones for your shuttle - they all speak some weird combination of spanish/american , couldn't understand a word- go to the desk - they will sort you out . Hotel is expensive £7 for a glass of wine , I went down to the corner shop and got a six pack of Bud (£4) to drink in the room -what a cheapskate , I'll say it for you !Smallest hotel room I've ever stopped in but had everything in it .Don't take coats - waste of time - just tops and jeans ."
Hudson Hotel,Jun 29 2009 ,Dont go there,On the negative side: The worst business centre in my 15 years as a business traveller.On the negative side: Long lines for check in and check outOn the negative side: AC not working for two days in a rowOn the negative side: Remote control not workingOn the negative side: Keys not workingOn the negative side: PricesOn the negative side: NoiseOn the negative side: No mini barOn the positive side: Staff - friendly but unable to solve problems
Hudson Hotel,Jun 28 2009 ,Trendy...but no room!!,"We stayed at the Hudson for 5 days as last step pf our honeymoon in the States. I'll try to describe our opinion in a few words... The hotel is very interesting from an artistic point of view.It's very stylish, the furniture well studied and placed, peculiar lights ( which hardly show you your way, believe me!). The reception is beautiful and so is the concierge desk.The bar inside is also beautiful, with Kartell furniture, a glass floor and it is always crowded with people, mostly well in their thirties, well dressed and very early in the evening,when they just come back from work. The hotel is very popular among stylish and young people as a restaurant and for its terrace outside... We wanted to enoy the newyorker atmosphere so we did not mind the loud music in the afternoon till night.we had dinner at th erestaurant, which struck us for being so DARK... I just tell you that I had to ask for three candles ( one by one...at last I must have sounded quite annoyed for that), because I could barely see what I ordered! The food was good, but we just tasted it, never seen it and in addition to that wine bottles were extremely expensive ( almost everywhere in New York ) and the menù choice was very poor...so I would not recommend the restaurant personally.Let's come back to our check in. We arrived quite late and tired, about 21.30..and surprise..we were left at the reception where we had a seat waiting for our room. This all took more than 40 minutes, how come? we booked our room and it was late in the evening, why shouldn't it be ready??? At the very first sight the room caught our eyes because it is very &quot;minimal&quot; and &quot;well designed&quot;...but we suddenly found out how small it was.Extremely small! The room is actually just a bit wider than the bed itself ( not a proper double bed), plus a mini closet ( filled with the safe and a hi-fi), a desk and the again extremely small bathroom. I must say everything was clean, but no space for our luggage at all!We had to put it over the bed during the day to walk around the room ( hitting continuosly the tv, the desk, and my husband ..). The bathroom was also trendy, I liked the shower which was separated by the bedroom from a transparent window with a stylish curtain.The position of the hotel is very good, well served by public means and surrounded by restaurants, fast food, internet cafè and drugstores. The staff was quite ok, especially the guys/girls employed at the concierge desk.I don't know what my review might suggest you, but I would recommend thi shotel just for young couples and people, to people not looking for much relax ( it's loud ) and expecially to those who appreciate interior design. I don't think it's place for families or older couples at all! It's trendy, it's fashionable, it's cool...but in one word it's not comfortable to stay intheir rooms!"
Hudson Hotel,Jun 26 2009 ,Stay here at your peril,"The Hudson was to be the last stay on a whistle stop tour of America for our Honeymoon. We had previously visited New York two years ago so were coming here to chill out and relax, do a bit of shopping before coming home.We arrived at the Hudson late (11.45pm-ish) after a delay from San Francisco). We were greeted by a mute doorman who offered no help or assistance. Considering we had two huge suitcases, hand luggage and coats to drag up an escalator, lit up by neon green/yellow lights!!We were tired and just wanted our room. We queued for ages in the dark, depressing foyer with the sound of thumping music ringing in our ears. Unbeknown to us, the bar adjacent to the lobby and situated above the escalator was a nightclub on a weekend.Oh joy, arrive at hotel looking less than glamourous, tired and confronted with scantily clad young socialites boogying around me - not impressed. Can barely hear the receptionist but do hear that they have upgraded us as we are on our honeymoon. She asks us to let her know if it is noisy and they will try and move us tomorrow. We assume they are talking about the banging sound from behind us.How wrong were we......After cramming in the lift, which also played music - how wonderful!! (NOT) we arrived at our room - or should I say cupboard. There was hardly room to swing a cat. This is the smallest room I have ever seen. It basically is a bed in a room. Room doesn't describe it as there is no room. The floorboards were coming up from the floor. The only cupboard had a draw which was locked a speaker in it, which was fallen off and a safe that could be completely lifted out!! No room for clothes. The bathroom was disgusting, dirty and tiny. My 6ft 1 husband could barely go to the toilet.We were also confronted with the most awful noise. We assumed it was the air con unit - it was not. After turning it off we discovered we were positioned over 2 extractor fans outside, which not even the air-con could drown out. This was the noise they referred to and there was no clear indication before we came up here that this is what we would be presented with.The whole room was depressing, in fact the whole hotel was. Apart from two very helpful staff members, the rest were simple, rude and unhelpful. One even offered us earplugs for the noise!We asked to check out and was told that we could but they wouldn't be able to refund us as we had prepaid through a travel agent. We had no option but to stay. We couldn't afford to upsticks and move.We were moved the next night to a further upgraded room. Room in same condition, slightly bigger than a postage stamp this time but added bonus of door almost falling off its hinges. Neighbours who slam door on the hour, every hour and drilling in the morning.To top it all off, unable to have a bath as plug doesn't work. Not that I wanted to really, because it was filthy.After a further discussion with the manager, we were moved again for our final night to a Junior Suite. This room is the same size as a standard sized room in the previous 5 hotels we had stayed in. One of them was a Best Western and a 2/3 Star. This hotel apparently is a 4 star - In my opinion it does not even rate higher than a 1 star.This is by far the worst hotel I have ever set foot in.Unless you are 21 and with a group of mates whose main aim is to go clubbing and you don't care where you sleep - DO NOT STAY HERE. You will regret it.These 4 nights completely ruined the remainder of our honeymoon."
Hudson Hotel,Jun 25 2009 ,This place is a wonderland!,"My boyfriend and I spent a night at The Hudson, and we were wowed by the entire place. As soon as you enter the hotel, you feel like you are entering a dream! The atmosphere is a lucid dream! The accomodations were superb... the food and drinks were fabulous... and the staff was friendly and helpful! So much to do in just one place. Rooftop trendy bars to Cozy Library Lounges! Just Awesome!"
Hudson Hotel,Jun 25 2009 ,A nice place to stay,"We stayed four nights at the Hudson and had a great time. The hotel is in a great location, yes the rooms are small but we were in NY to see the sights not spend great amount of time looking at the room. The only problem we had was that the bath kept backing up and what looked like soot made the bath look black. At first i thought it was me cause i had a long plane trip but the second time i knew i wasn't that dirty :) Overall nothing to complain about."
Hudson Hotel,Jun 24 2009 ,HORRIBLE HOTEL EXPERIENCE,"One of the worst hotel experiences I have ever had. We arrived on a late flight, exhausted we took a cab to the hotel. Once there, there is no signage, just yellow escalators going up. The doormen did not even bother to help us with our bags, instead just stood there. We dragged our stuff up to the lobby/ bar area (which is huge and extremely dimly lit, as if your inside a club with music thumping everywhere you go) We stood in a long line (at midnight) and once we got to the desk, we find out the computers are down. We had to wait another half hour to get a room. Nothing was offered to compensate our waiting. Once we finally got a room, it turned out to be the tiniest room ever. (this was the superior room not the standard room- which made me wonder how small would the standard room be??) Our AC didnt work, and we had to call for maintenance at two in the morning. (it broke down 2x after that) There was no fridge or ice bucket either. Basically a room with a bed. We tried to get out of the hotel but unfortunately could not because we booked online via a hotel website. The wake up calls we requested every night never rang on time, our last night there we almost missed our flight because we NEVER even got a wake up call !! I am a former new yorker now on the west coast traveling back often. There is nothing special about this hotel. It appears to be trendy but is overrated. There are definitely better hotels in new york if your looking for a trendy hotel. The bar is overpriced and most of the clientele are uptight suits or Europeans. The location is near a subway station, but being on 9th avenue it is not so convenient if you plan on doing tourist things. You are on the outskirts of Hells Kitchen. I also noticed certain things in the hotel seemed very old and dirty, such as the lobby bathroom and the hallways. The staff did not appear friendly, only offering you help if you asked for it, instead of being naturally helpful. The rooftop waitress was slow and snotty. This was definitely one of the worst hotel stays I have ever had. I do not recommend this hotel for anything. The worst part of the hotel was definitely the small room."
Hudson Hotel,Jun 24 2009 ,Trendy Hotel with Small Rooms,"It was difficult to find the hotel entrance, as it is not marked. The whole experience reminded me of a modern speakeasy. Just a door with a number, but once inside, an escalator takes you up to the second floor where you can check in. They have a great courtyard for cocktails (pricey tho'). The concierge was extremely helpful, and the decor was pretty amazing. My only real complaint was that the rooms were extremely small. Great for one person, but for two it was a tight fit with barely enough room to walk around. Also, no desk to work on was a detriment.Overall tho', for the price and location, it was a very good deal. In fact, the subway is a block away and central park is two blocks away."
Hudson Hotel,Jun 23 2009 ,fine...trendy lobby if you are into that,"It was fine. The bit about the small rooms is over the top on here. They are small but it is fine. If you are traveling on a long trip with two large suitcases, it might be different but for a weekend ti was fine. We booked through bid on priceline and were happy with the price. It was convenient to the subway and had some eating options nearby. Central Park and others convenient but that is obvious. I don't think staying up here has the charm of other neighborhods though. Pay for internet isn't great and tv was not great. Windows opened and that was nice. Bathroom was small but who cares. Shower and go out, that's why you came to new York."
Hudson Hotel,Jun 23 2009 ,will never stay here again,"ooo... first - after I booked I was told by many &quot;good luck&quot;. I chose to ignore that...HUGE mistake. room - ridic small even after an &quot;upgrade&quot; for more $$. no drawers, no real closet space, no place to out anything - so you trip all over it. cabins on ships are small - but better appointed so they stay comfortable. I dont expect lap of luxury - but i dont stay at a hotel to be less comfortable then my own bedroom!my keys never worked, the movies didnt work, the room service was a bit overly priced even for new york, and no mini bar. Oh - and I am a small 5&quot;5 female - and my knees hit the wall when I pee and the only way I can shave in the shower is to leave the shower curtain open and get the whole bathroom wet!Like I say - I have seen better heads on a small boat!There is NO WAY I will ever stay here again. EVER.And I will re-consider staying at Morgan hotels period... I want style and comfort and service do not believe any are mutually exclusive."
Hudson Hotel,Jun 21 2009 ,Great Mother/Daughter Getaway!,"Over this past spring break, my teenage daughter and I stayed at the Hudson for two nights. From pulling up to the hotel from the moment we left it was a magical time! The staff could not have been friendlier or more helpful, the food in the Hudson Cafeteria was awesome, the atmosphere was etherial, the room was so cozy and cool and we were so close the the subway and all of the stores that we wanted to shop in!The amenities were fantastic! We plan on returning once a year for an annual shopping and relaxing time together. My daughter said,&quot; It was the best time ever!&quot;"
Hudson Hotel,Jun 19 2009 ,Stylish hip hotel beautifully designed public spaces and very helpful friendly staff,"I stayed in the Hudson hotel after checking out early from the quite appalling 'On the Ave' hotel on a weekend visit to New York with my partner.After enquiring at the front desk, we were told that there were rooms available, but that they couldn't match the discounted rates we had seen on their website, though handily pointed out there was an internet cafe around the corner from the hotel if we wanted to book online.We had intended to book a 'Loft Room' but as non were available booked into a 'Double Double'. The room was lined with dark wood paneling and came with modern furniture, desk, chairs, flat screen TV, HiFi music system and an iPod dock. The room seemed freshly decorated and was incredibly clean, the beds were very comfortable and the bed linen of very high quality.The public areas of the hotel were all well designed and had a modern urban look. Although it has been open for some time now, the design has not dated and is well maintained. After a days shopping or sightseeing it was a genuine pleasure to return to this hotel, every single member of staff I had contact with was genuinely friendly and seemed concerned with ensuring guests had a good stay. At peak times there was quite a long line at the front desk, but a cheerful member of staff managed this, speaking to those waiting and ensuring everyone was kept well informed and that no one cut in. I cannot recommend this hotel highly enough. After having such a poor time at my first hotel (On the Ave) the Hudson hotel and its staff turned around my weekend and made it one to remember for all the right reasons and not all the wrong ones like 'On the Ave'."
Hudson Hotel,Jun 18 2009 ,Great Hotel,"My mom and I just returned from spending 4 nights at The Hudson. And yes the rooms are very small (but you are warned), and there are curtains that separate the shower from the room, (if you pull both curtains it is plenty private), the bathroom is tiny, tiny, tiny, but the bed was so comfy, besides we didn't go to NYC to stay in our room. The staff was very helpful and friendly, and didn't make us feel out of place by being older (the staff is gorgeous). Two days before our trip was over my mom fell and fractured her foot (not at the hotel) which meant she had to leave early, the front desk notified the security office who brought a wheelchair to our room and rolled her out to a taxi. The also brought a refrig. to our room so that my mom could keep her medicine cold. They went out of their way to make our trip memorable. Right down the road is a subway stop which made it very easy to get all around the city. I would surely recommend this hotel to anyone. Go to The Hudson and don't worry about anything but enjoying your trip."
Hudson Hotel,Jun 18 2009 ,Pretentious,Studio had sufficient hanging space but no drawer space at all. Furniture is tired and shabby. Bed and linen fine but room only cleaned once in the week after a request. One day no hand towels provide but arrived after a phone request which is more than can be said for a light bulb which I asked to be replaced on Thursday and again Sunday - then gave up. The whole place is dark so the light bulb would have been helpful. Only one electric socket worked and no sound on most of the TV channels. Handy for subway without having to change.Disappointing for the cost and only would be enjoyed by those who hadn't stayed in a good hotel before!
Hudson Hotel,Jun 18 2009 ,Horribly odd experience,"We arrived at the Hudson excited for our New York adventure to begin. We checked in without any problems, and the staff were relatively polite. We got on the elevators which seem abnormally small only to get to our hallway which was dark, dirty and a little scary. The carpets seemed old and there was a weird stench in the hallways. It was a scene straight out of a cheap horror film - I was waiting for someone to jump out and start chasing us (that feeling never went away). We got to our room and opened the door only to find that it was TINY. The entry &quot;hall&quot; was not even the width of our luggage and we had to move them in sideways to get them in the door. The bed was extremely low to the ground, close to the walls on both sides, and not particularly comfortable. There was one small table in the room that we had to move to the closet to be able to accomodate our stuff. The bed faced the bathroom, which enabled you to literally see (thanks to a glass wall) the other person in the shower and in the bathroom itself. The bathroom was so small I could almost turn on the water in the shower, use the toilet, and brush my teeth simultaneously (not even an exaggeration). My husband and I could not fit in the bathroom at the same time. My husband, who is 6'2, had to use the toilet sitting sideways because his knees would hit the wall in front of him - it accomodated me but I'm only 5'2. It was SUPER loud and noisy at night and we had trouble getting to sleep at night. I guess it's a big party place sooooo the party happened just as we were retiring for the night from our long day out. Air conditioner sounded like a swamp cooler in that small room. The positives were that it was conveniently located and had easy access to the subway. Staff was accomodating when our flight was delayed and held our room/reservation. I'm sure this is just a hip new atmosphere I'm not familiar with, but I'd never stay there again."
Hudson Hotel,Jun 18 2009 ,Romantic Weekend ...........,"Celebrating a milestone wedding anniversary weekend at the Hudson was an extraordinary experience. From the moment we came up the awesome escalator to the reception/ lobby with its endless ceiling covered in Ivy the welcoming staff made certain our stay would be as special as the hotel itself. Our room was cozy and had all the amenities one needs for a comfortable stay. Hudson's location is a plus too, since you are steps away from Central Park, Columbus Circle, and close to the Broadway theater district and surrounded by great shopping. Although we live in NY, we will return to the Hudson for that special getaway."
Hudson Hotel,Jun 18 2009 ,Great atmosphere location and service,"The Hudson is one of my favorite places to stay. A terrific value as it is right on Columbus Circle, close to Central Park. The atmosphere is fun and hip, with a diverse mix of european and american vacationers, as well as business people. The nightclub is always going strong, the outdoor terrace is cozy, and the Library bar is the perfect place to sit and talk. You can't go wrong being this close to Central Park.W.S. Langley"
Hudson Hotel,Jun 17 2009 ,Highly recommended,"I visited the Hudson Hotel with my girlfriend at the beginning of June. The rooms are small, but extremely comfortable. With all the horror stories I've heard about dirty hotel rooms in NYC- the Hudson was such a relief, the room is incredibly clean and well maintained.The Hudson Bar was such an amazing place to hang out in the evening, it's a really upscale night club with great music, drinks, and the atmosphere is really unbeatable. The ambiance of the entire hotel is just one of a kind and you come to appreciate it really fast.The hotel is really trendy, and if even for a couple days- it really makes you feel like a celebrity or someone special.The breakfast was a little pricey, but well worth it- the food at this place is second to none."
Hudson Hotel,Jun 16 2009 ,color ful,"it waas colorful n bright hotel.we syayed in a standered double room,it was a good room,with city, courtyard,river view,double bed,wi-fi, flat tv,in room spa serviece,the bar was good with nice interior,cafereria ,library were really very gud.there was a private park with antique and modern garden furniture. i really liked the sky terraces Located on the 15th floor, it is the perfect combination of sweeping city and Hudson River views"
Hudson Hotel,Jun 14 2009 ,Maybe I just got relatively lucky,"I stayed at the Hudson last weekend for 3 nights. Before I booked this hotel, I read about other people's experiences on Tripadvisor (good and bad), but I was staying there alone so the idea of being in a small room didn't concern me, especially as I knew that I wasn't planning to spend a lot of time in the room. Also, I got what I considered to be a relatively good rate, so I figured I'd give it a try.The lobby is impressive, and the girl who processed my check-in was efficient and very friendly. When I got to my room on the 12th floor, I was pleasantly surprised. (By the way, yes, the corridors are dimly lit but they're not so dark that you can't see where you're going - unless you have glaucoma, possibly.) In my room, there was plenty of floor-space around the decent-sized bed, and room for a desk and chair. There was also enough space to store my suitcase. The room was clean, and the bedding and towels were of good quality.There was a dock for my i-pod, which was a nice addition. The air-conditioning worked well - it was rather loud, but I found that I didn't need to keep it on overnight, so it didn't affect my ability to get to sleep. So, yes, the room was small but it didn't feel claustrophobic.The bathroom was much bigger than I'd been expecting - there was a bathtub/shower, and it was twice the size of the bathroom I'd had when I stayed at the Algonquin earlier this year. Also, the bathing products were lovely, although a shower cap would have been a useful addition.The bars in the hotel are busy and loud, and the action goes on until late. I didn't fancy the very loud and funky bar, although I would have liked to have had a drink in the Library Bar, but it was too busy and there wasn't room on the night when I looked in.The only negative event I can report was when I went to have a drink in the open-air courtyard bar. It's a good space, and a nice place to sit and enjoy a drink if the weather's good (in theory...) It took me 10 minutes to attract the attention of a waiter. I asked him if I could have a Bombay Sapphire and tonic - he just shrugged his shoulders and said what sounded like, &quot;I don't know&quot; and then he said something unintelligible. (Perhaps he wasn't a waiter - just someone who was passing my table, dressed as a waiter...) Anyway, after about 15 minutes, no sign of any drink, although the faux-waiter was still wandering around, looking useless. So, I placed my order again with a waitress, and got the drink I'd asked for. A little later, I asked the waitress for the check. She went away... and didn't bother to bring me anything. After 15 minutes of waiting, I grabbed a passing waiter and told him I'd asked for the check - he said he'd sort it out. He came back and said, &quot;The waitress will bring your check over in a moment.&quot; A further 10 minutes passed and that waiter eventually brought me the check. So, frankly, to have to wait 25 minutes for someone to bring the check is just rubbish - especially when they're charging $15 for a gin tonic.So, that was frustrating and annoying, but other than that I didn't really have much to do with the staff, as I was only using the hotel as a place to sleep. Everyone else I dealt with, I have to say, was pleasant and efficient.Given that other people on this site have been outraged by the size of the bedrooms and bathrooms at the Hudson, I wonder if I just got very lucky, because I didn't have any problems with my room at all. Or maybe my expectations were just very low..."
Hudson Hotel,Jun 14 2009 ,Loved It,"I stayed at the Hudson this week and loved it. Yes it is small....almost laughably, (especially the bathroom) but it was clean, had a great bar, perfectly centrally located and the staff was friendly and got us in our room well before check in time. It is not a hotel for a family. I found it very sexy, but a little dark in the hallways. I will definitely stay there again."
Hudson Hotel,Jun 12 2009 ,boutique hotel needing a touch-up,"I just stayed at the Hudson over this past weekend. Loved the minimalist entry with no exterior signage and escalator up to check-in. Lots of brick and wood which made it very dark. Curved brick on the corners with a brass statuettes on top - cool detail. You could tell Starck and the designers were trying to create a feel and mood. But it does need touching up in paint and lighting in some areas. It looks like the novelty might getting a little old.The check-in could be more efficient. Waited in a long line and the room wasn't ready. After coming back to get the room and waited in a longer line, we got our room. The room was on the 5th floor which probably was (or still is) a smokers floor. We were in the shoebox room for 30 minutes and my wife had to call to change rooms. We then moved downstairs to a larger room which was at the end of a 1/4 mile walk around 3 hallways. Other than these room issues, we really didn't have a problem. The shoebox room was the same in other reviews - shower curtains, no leg room on toilet. Both rooms had wood paneling and flooring.The 2nd floor courtyard had a great outdoor patio with bar. You could tell that this was a neighborhood hangout. Lots of people that just came to party on a Sat. night. But who drinks $16 martinis?? We did on our last night. And the 17th floor roof deck had a great view down 9th Ave and 57th and 58th. Wished we took advantage of that deck."
Hudson Hotel,Jun 12 2009 ,The worst hotel I have had the misery to experience almost anywhere.,"This hotel was so bad that my wife and I woke at 4am, called another hotel made a reservation and had moved there by 6:30am.The rooms are absurdly small. The first room we were given was almost completely filled by an ordinary queen bed. (Side to side and end to end, one could just get down either side.) The bedroom looked, through a window, into the toilet (very chummy). We insisted on a move to a larger room and were given the largest. It was slightly longer than the first, a console table acted as a desk and cables trailed across the space behind the chair where one had to walk to get to the window.The aircon did not work, made a lot of noise but no cooling. One window could theoretically be opened but the sash was broken so I propped it open with one of the amenity boxes.The corridors are narrow, painted black or dark brown (impossible to tell) and lit by dim strip lights above the room doors. The person who showed us to the second room could not read the room numbers sign and sighed in frustration. The entire hotel is dark, even the reception. The room corridors are cave like. When I checked in I was kept waiting for quite a long time even though two desk staff were not dealing with clients but fiddling with their computers.When we checked out (admittedly 6am) the desk clerk could not give us a bill. We had to trust that the charges would be correct. They were.My guess is that this building was originally a public housing project. The windows at least have not been renewed from the original construction. My impression was that the building has had a cheap conversion. The staff were indifferent, some gave the impression they did not want to be there.If you are a troglodyte who does not suffer from claustrophobia this might be the hotel for you. By-the-way, it is not cheap."
Hudson Hotel,Jun 12 2009 ,The Hudson Hotel Bar THINKS its cool but is NOT,"The &quot;bouncer&quot; at the front bar area of the hotel (not to be confused with Library at the back area) was so rude to my friend who happened to be wearing flip flops, and wouldn't let her into the bar. Now, I can understand certain establishments having a dress code, but this is the Hudson Hotel, not 1 Oak, not Tenjune, and certainly not fancy by any means. Further, she wasn't dressed sloppy or unprofessional. And what really made me upset was that there were several other girls in the bar area wearing flip flops. If you're going to enforce a ridiculous dress code, at least do it uniformly. Its too bad that the service was so awful, b/c I liked the decor and the drinks were good."
Hudson Hotel,Jun 11 2009 ,Past its prime terrible front desk staff check-in was a nightmare,"Stayed here on a June 6th given I had plans to to go to dinner and see a show. The Hudson seemed beat up to me. The finishes, the furniture -- all seemed beat up and tired. What was trendy early this decade just looks threadbare now. Tried to check-in at about 4 pm and told the room wasnt ready...huh?...and this was after waiting in a line for 30 minutes. So went to the bar for a drink (watered down, the most expensive glasses of juice I've ever had. If a drink is approaching $20, you can at least put some booze in it.) Anyway, called back the number on the card they gave me and was told my room was ready....a Deluxe King that I had booked directly on their site. Went back inside, and after waiting again in the 30 minute line at the front desk, was told that the King Deluxe wasnt ready but that the Queen Deluxe was. Since I had dinner reservations, I couldnt argue too hard, and asked if there was a lower rate for the smaller room. Nope! According to the front desk staff, both rooms are the same class.....ok, whatever. Also asked explicitly to be away from an elevator, and where was I placed, at the room closest to the elevator bank. Ridiculous. This hotel is all sizzle and no steak. Ive stayed in other boutique hotels in NYC and this was by far the worst. Not recommended.,,,,"
